Month_abb,Year,Station,Coordinates,Group,Taxa,Biomass
Jan,2016,BY15,20.05000/57.33333,Rotatoria,Synchaeta,0.9200009999999998
Jan,2016,BY31,18.23333/58.58812,Rotatoria,Synchaeta,0.20000010000000001
Jan,2016,BY5,15.98333/55.25000,Rotatoria,Synchaeta,0.8199990000000001
Jan,2017,BY15,20.05000/57.33333,Copepoda,Acartia,3.7200070999999997
Jan,2017,BY31,18.23333/58.58812,Copepoda,Acartia,3.04666729
Jan,2017,BY15,20.05000/57.33333,Copepoda,Centropages,2.7533319
Jan,2017,BY31,18.23333/58.58812,Copepoda,Centropages,0.5666662699999999
Jan,2017,BY31,18.23333/58.58812,Copepoda,Eurytemora,0.26
Jan,2017,BY15,20.05000/57.33333,Copepoda,Pseudocalanus,5.539992
Jan,2017,BY31,18.23333/58.58812,Copepoda,Pseudocalanus,2.5600009
Jan,2017,BY5,15.98333/55.25000,Copepoda,Pseudocalanus,2.1333311
Jan,2017,BY15,20.05000/57.33333,Copepoda,Temora,14.099983000000002
Jan,2017,BY31,18.23333/58.58812,Copepoda,Temora,0.8799999
Jan,2017,BY15,20.05000/57.33333,Rotatoria,Synchaeta,0.27999989999999997
Jan,2017,BY31,18.23333/58.58812,Rotatoria,Synchaeta,0.440001
Jan,2018,BY5,15.98333/55.25000,Copepoda,Acartia,16.619995199999998
Jan,2018,BY5,15.98333/55.25000,Copepoda,Centropages,7.3466575
Jan,2018,BY5,15.98333/55.25000,Copepoda,Pseudocalanus,6.523321
Jan,2018,BY5,15.98333/55.25000,Copepoda,Temora,19.6533255
Jan,2018,BY5,15.98333/55.25000,Rotatoria,Synchaeta,0.08000009999999999
Jan,2019,BY5,15.98333/55.25000,Cladocera,Bosmina,0.033333249999999995
Jan,2019,BY5,15.98333/55.25000,Cladocera,Evadne,2.000001
Jan,2019,BY31,18.23333/58.58812,Copepoda,Acartia,6.873332
Jan,2019,BY5,15.98333/55.25000,Copepoda,Acartia,23.1800075
Jan,2019,BY31,18.23333/58.58812,Copepoda,Centropages,1.3066646
Jan,2019,BY5,15.98333/55.25000,Copepoda,Centropages,10.7066665
Jan,2019,BY31,18.23333/58.58812,Copepoda,Eurytemora,0.5066653999999999
Jan,2019,BY31,18.23333/58.58812,Copepoda,Pseudocalanus,1.9599995
Jan,2019,BY5,15.98333/55.25000,Copepoda,Pseudocalanus,4.9000011
Jan,2019,BY31,18.23333/58.58812,Copepoda,Temora,12.6533285
Jan,2019,BY5,15.98333/55.25000,Copepoda,Temora,57.760025999999996
Jan,2019,BY5,15.98333/55.25000,Rotatoria,Keratella,0.6199995
Jan,2019,BY31,18.23333/58.58812,Rotatoria,Synchaeta,0.24
Jan,2019,BY5,15.98333/55.25000,Rotatoria,Synchaeta,0.72
Jan,2020,BY15,20.05000/57.33333,Copepoda,Acartia,8.3133342
Jan,2020,BY5,15.98333/55.25000,Copepoda,Acartia,24.2666615
Jan,2020,BY15,20.05000/57.33333,Copepoda,Centropages,6.78667035
Jan,2020,BY5,15.98333/55.25000,Copepoda,Centropages,13.540005350000001
Jan,2020,BY15,20.05000/57.33333,Copepoda,Pseudocalanus,7.306661999999999
Jan,2020,BY5,15.98333/55.25000,Copepoda,Pseudocalanus,2.6533343
Jan,2020,BY15,20.05000/57.33333,Copepoda,Temora,14.4400057
Jan,2020,BY5,15.98333/55.25000,Copepoda,Temora,23.5466793
Jan,2020,BY15,20.05000/57.33333,Rotatoria,Keratella,0.010000005
Jan,2020,BY15,20.05000/57.33333,Rotatoria,Synchaeta,0.0399999
Jan,2020,BY5,15.98333/55.25000,Rotatoria,Synchaeta,0.1400001
Jan,2021,BY31,18.23333/58.58812,Copepoda,Acartia,2.3799989
Jan,2021,BY31,18.23333/58.58812,Copepoda,Centropages,0.7699998
Jan,2021,BY31,18.23333/58.58812,Copepoda,Eurytemora,0.03333335
Jan,2021,BY31,18.23333/58.58812,Copepoda,Pseudocalanus,0.6720000500000001
Jan,2021,BY31,18.23333/58.58812,Copepoda,Temora,0.88666675
Jan,2021,BY31,18.23333/58.58812,Rotatoria,Keratella,0.010000005
Jan,2021,BY31,18.23333/58.58812,Rotatoria,Synchaeta,0.0399999
Feb,2009,BY15,20.05000/57.33333,Copepoda,Acartia,4.5620851
Feb,2009,BY31,18.23333/58.58812,Copepoda,Acartia,2.1045759
Feb,2009,BY5,15.98333/55.25000,Copepoda,Acartia,2.90849575
Feb,2009,BY15,20.05000/57.33333,Copepoda,Centropages,6.5359549999999995
Feb,2009,BY31,18.23333/58.58812,Copepoda,Centropages,2.3398700999999997
Feb,2009,BY5,15.98333/55.25000,Copepoda,Centropages,19.333368
Feb,2009,BY15,20.05000/57.33333,Copepoda,Pseudocalanus,2.0718956
Feb,2009,BY31,18.23333/58.58812,Copepoda,Pseudocalanus,4.5653635
Feb,2009,BY5,15.98333/55.25000,Copepoda,Pseudocalanus,5.5457519
Feb,2009,BY15,20.05000/57.33333,Copepoda,Temora,7.7647077
Feb,2009,BY31,18.23333/58.58812,Copepoda,Temora,4.849674
Feb,2009,BY5,15.98333/55.25000,Copepoda,Temora,40.313736
Feb,2009,BY15,20.05000/57.33333,Rotatoria,Synchaeta,0.31372500000000003
Feb,2009,BY31,18.23333/58.58812,Rotatoria,Synchaeta,0.352941
Feb,2009,BY5,15.98333/55.25000,Rotatoria,Synchaeta,0.31372500000000003
Feb,2010,BY15,20.05000/57.33333,Copepoda,Acartia,7.85620035
Feb,2010,BY5,15.98333/55.25000,Copepoda,Acartia,8.405218150000001
Feb,2010,BY15,20.05000/57.33333,Copepoda,Centropages,2.091504
Feb,2010,BY5,15.98333/55.25000,Copepoda,Centropages,6.9934715
Feb,2010,BY15,20.05000/57.33333,Copepoda,Pseudocalanus,1.8718946
Feb,2010,BY5,15.98333/55.25000,Copepoda,Pseudocalanus,15.549002999999999
Feb,2010,BY15,20.05000/57.33333,Copepoda,Temora,9.8235324
Feb,2010,BY5,15.98333/55.25000,Copepoda,Temora,13.424835
Feb,2010,BY15,20.05000/57.33333,Rotatoria,Synchaeta,0.0392157
Feb,2010,BY5,15.98333/55.25000,Rotatoria,Synchaeta,0.1960785
Feb,2013,BY31,18.23333/58.58812,Copepoda,Acartia,1.1552277499999999
Feb,2013,BY31,18.23333/58.58812,Copepoda,Centropages,1.1013078749999998
Feb,2013,BY31,18.23333/58.58812,Copepoda,Eurytemora,0.08496735
Feb,2013,BY31,18.23333/58.58812,Copepoda,Pseudocalanus,2.96160275
Feb,2013,BY5,15.98333/55.25000,Copepoda,Pseudocalanus,4.8575163
Feb,2013,BY31,18.23333/58.58812,Copepoda,Temora,11.47385605
Feb,2013,BY31,18.23333/58.58812,Rotatoria,Keratella,0.009803925
Feb,2013,BY31,18.23333/58.58812,Rotatoria,Synchaeta,0.08823525
Feb,2014,BY31,18.23333/58.58812,Copepoda,Acartia,0.4509799375
Feb,2014,BY5,15.98333/55.25000,Copepoda,Acartia,7.6078378
Feb,2014,BY31,18.23333/58.58812,Copepoda,Centropages,0.9248367749999999
Feb,2014,BY5,15.98333/55.25000,Copepoda,Centropages,3.6209162999999998
Feb,2014,BY31,18.23333/58.58812,Copepoda,Pseudocalanus,4.81633845
Feb,2014,BY5,15.98333/55.25000,Copepoda,Pseudocalanus,7.960784
Feb,2014,BY31,18.23333/58.58812,Copepoda,Temora,7.69280125
Feb,2014,BY5,15.98333/55.25000,Copepoda,Temora,37.1111384
Feb,2014,BY31,18.23333/58.58812,Rotatoria,Keratella,0.009803925
Feb,2014,BY31,18.23333/58.58812,Rotatoria,Synchaeta,0.08823525
Feb,2014,BY5,15.98333/55.25000,Rotatoria,Synchaeta,0.1568628
Feb,2015,BY5,15.98333/55.25000,Cladocera,Bosmina,0.016666675
Feb,2015,BY15,20.05000/57.33333,Copepoda,Acartia,1.5866677
Feb,2015,BY31,18.23333/58.58812,Copepoda,Acartia,1.4066645599999998
Feb,2015,BY5,15.98333/55.25000,Copepoda,Acartia,5.19667366
Feb,2015,BY15,20.05000/57.33333,Copepoda,Centropages,0.35333338999999997
Feb,2015,BY31,18.23333/58.58812,Copepoda,Centropages,0.8
Feb,2015,BY5,15.98333/55.25000,Copepoda,Centropages,4.09333915
Feb,2015,BY15,20.05000/57.33333,Copepoda,Pseudocalanus,1.9693345999999998
Feb,2015,BY5,15.98333/55.25000,Copepoda,Pseudocalanus,7.298332899999999
Feb,2015,BY15,20.05000/57.33333,Copepoda,Temora,0.7000002599999999
Feb,2015,BY31,18.23333/58.58812,Copepoda,Temora,0.35999909999999996
Feb,2015,BY5,15.98333/55.25000,Copepoda,Temora,7.0599986
Feb,2015,BY15,20.05000/57.33333,Rotatoria,Synchaeta,0.8600009999999998
Feb,2015,BY31,18.23333/58.58812,Rotatoria,Synchaeta,0.36
Feb,2015,BY5,15.98333/55.25000,Rotatoria,Synchaeta,0.18
Feb,2016,BY15,20.05000/57.33333,Copepoda,Acartia,1.6966664800000002
Feb,2016,BY31,18.23333/58.58812,Copepoda,Acartia,0.99333375
Feb,2016,BY5,15.98333/55.25000,Copepoda,Acartia,9.019998600000001
Feb,2016,BY15,20.05000/57.33333,Copepoda,Centropages,3.38333905
Feb,2016,BY31,18.23333/58.58812,Copepoda,Centropages,2.773339
Feb,2016,BY5,15.98333/55.25000,Copepoda,Centropages,38.933316999999995
Feb,2016,BY31,18.23333/58.58812,Copepoda,Eurytemora,0.17333289999999998
Feb,2016,BY31,18.23333/58.58812,Copepoda,Pseudocalanus,0.72266655
Feb,2016,BY5,15.98333/55.25000,Copepoda,Pseudocalanus,1.526668
Feb,2016,BY15,20.05000/57.33333,Copepoda,Temora,0.8833339499999999
Feb,2016,BY31,18.23333/58.58812,Copepoda,Temora,3.2799991000000004
Feb,2016,BY5,15.98333/55.25000,Copepoda,Temora,18.72002
Feb,2016,BY15,20.05000/57.33333,Rotatoria,Keratella,0.010000005
Feb,2016,BY5,15.98333/55.25000,Rotatoria,Keratella,0.01999995
Feb,2016,BY15,20.05000/57.33333,Rotatoria,Synchaeta,0.21999989999999997
Feb,2016,BY31,18.23333/58.58812,Rotatoria,Synchaeta,0.1599999
Feb,2016,BY5,15.98333/55.25000,Rotatoria,Synchaeta,1.3599990000000002
Feb,2017,BY15,20.05000/57.33333,Copepoda,Acartia,3.81666725
Feb,2017,BY31,18.23333/58.58812,Copepoda,Acartia,4.97332646
Feb,2017,BY15,20.05000/57.33333,Copepoda,Centropages,2.2700005500000002
Feb,2017,BY31,18.23333/58.58812,Copepoda,Centropages,1.5399979499999998
Feb,2017,BY15,20.05000/57.33333,Copepoda,Pseudocalanus,11.636674
Feb,2017,BY31,18.23333/58.58812,Copepoda,Pseudocalanus,2.3733321
Feb,2017,BY15,20.05000/57.33333,Copepoda,Temora,5.9499977
Feb,2017,BY31,18.23333/58.58812,Copepoda,Temora,2.30666425
Feb,2017,BY31,18.23333/58.58812,Rotatoria,Keratella,0.010000005
Feb,2017,BY15,20.05000/57.33333,Rotatoria,Synchaeta,0.0500001
Feb,2017,BY31,18.23333/58.58812,Rotatoria,Synchaeta,0.24
Feb,2019,BY31,18.23333/58.58812,Cladocera,Evadne,0.399999
Feb,2019,BY15,20.05000/57.33333,Copepoda,Acartia,29.659999
Feb,2019,BY31,18.23333/58.58812,Copepoda,Acartia,4.9299932
Feb,2019,BY5,15.98333/55.25000,Copepoda,Acartia,7.986683
Feb,2019,BY15,20.05000/57.33333,Copepoda,Centropages,24.320015
Feb,2019,BY31,18.23333/58.58812,Copepoda,Centropages,0.84666605
Feb,2019,BY5,15.98333/55.25000,Copepoda,Centropages,6.6533407
Feb,2019,BY31,18.23333/58.58812,Copepoda,Eurytemora,0.28666680999999994
Feb,2019,BY15,20.05000/57.33333,Copepoda,Pseudocalanus,14.426676
Feb,2019,BY31,18.23333/58.58812,Copepoda,Pseudocalanus,1.7399985
Feb,2019,BY5,15.98333/55.25000,Copepoda,Pseudocalanus,4.3573344
Feb,2019,BY15,20.05000/57.33333,Copepoda,Temora,34.053309
Feb,2019,BY31,18.23333/58.58812,Copepoda,Temora,3.7933320999999998
Feb,2019,BY5,15.98333/55.25000,Copepoda,Temora,25.173289
Feb,2019,BY15,20.05000/57.33333,Rotatoria,Keratella,0.01999995
Feb,2019,BY15,20.05000/57.33333,Rotatoria,Synchaeta,0.1599999
Feb,2019,BY31,18.23333/58.58812,Rotatoria,Synchaeta,1.0899990000000002
Feb,2019,BY5,15.98333/55.25000,Rotatoria,Synchaeta,0.39200100000000004
Feb,2020,BY5,15.98333/55.25000,Copepoda,Acartia,17.57000615
Feb,2020,BY5,15.98333/55.25000,Copepoda,Centropages,11.020005999999999
Feb,2020,BY5,15.98333/55.25000,Copepoda,Pseudocalanus,2.9599981
Feb,2020,BY5,15.98333/55.25000,Copepoda,Temora,20.4599863
Feb,2020,BY5,15.98333/55.25000,Rotatoria,Synchaeta,0.08000009999999999
Feb,2021,BY31,18.23333/58.58812,Copepoda,Acartia,3.1666738
Feb,2021,BY5,15.98333/55.25000,Copepoda,Acartia,3.22000645
Feb,2021,BY31,18.23333/58.58812,Copepoda,Centropages,1.80000015
Feb,2021,BY5,15.98333/55.25000,Copepoda,Centropages,4.991991
Feb,2021,BY31,18.23333/58.58812,Copepoda,Pseudocalanus,1.246666
Feb,2021,BY5,15.98333/55.25000,Copepoda,Pseudocalanus,6.2186631
Feb,2021,BY31,18.23333/58.58812,Copepoda,Temora,0.9133315899999999
Feb,2021,BY5,15.98333/55.25000,Copepoda,Temora,1.62400003
Feb,2021,BY31,18.23333/58.58812,Rotatoria,Keratella,0.010000005
Mar,2007,BY31,18.23333/58.58812,Copepoda,Acartia,2.768789855
Mar,2007,BY31,18.23333/58.58812,Copepoda,Centropages,1.28431361
Mar,2007,BY31,18.23333/58.58812,Copepoda,Eurytemora,0.03267975
Mar,2007,BY31,18.23333/58.58812,Copepoda,Pseudocalanus,24.229854045
Mar,2007,BY31,18.23333/58.58812,Copepoda,Temora,0.325163375
Mar,2007,BY31,18.23333/58.58812,Rotatoria,Keratella,0.12500019
Mar,2007,BY31,18.23333/58.58812,Rotatoria,Synchaeta,0.6813719999999999
Mar,2008,BY31,18.23333/58.58812,Copepoda,Acartia,5.052289350000001
Mar,2008,BY31,18.23333/58.58812,Copepoda,Centropages,1.22222265
Mar,2008,BY31,18.23333/58.58812,Copepoda,Pseudocalanus,1.63071915
Mar,2008,BY31,18.23333/58.58812,Copepoda,Temora,0.6274512
Mar,2008,BY31,18.23333/58.58812,Rotatoria,Keratella,0.05882355
Mar,2008,BY31,18.23333/58.58812,Rotatoria,Synchaeta,0.92157
Mar,2009,BY15,20.05000/57.33333,Copepoda,Acartia,1.9052292
Mar,2009,BY31,18.23333/58.58812,Copepoda,Acartia,1.954248945
Mar,2009,BY15,20.05000/57.33333,Copepoda,Centropages,7.9084956
Mar,2009,BY31,18.23333/58.58812,Copepoda,Centropages,0.9869278
Mar,2009,BY15,20.05000/57.33333,Copepoda,Pseudocalanus,4.385625
Mar,2009,BY31,18.23333/58.58812,Copepoda,Pseudocalanus,1.3748356
Mar,2009,BY15,20.05000/57.33333,Copepoda,Temora,4.281041500000001
Mar,2009,BY31,18.23333/58.58812,Copepoda,Temora,2.9019625
Mar,2009,BY31,18.23333/58.58812,Rotatoria,Keratella,0.004901955
Mar,2009,BY15,20.05000/57.33333,Rotatoria,Synchaeta,0.09803909999999999
Mar,2009,BY31,18.23333/58.58812,Rotatoria,Synchaeta,0.7156855500000001
Mar,2010,BY31,18.23333/58.58812,Cladocera,Bosmina,0.09803925
Mar,2010,BY15,20.05000/57.33333,Copepoda,Acartia,7.584961299999999
Mar,2010,BY31,18.23333/58.58812,Copepoda,Acartia,0.6200976250000001
Mar,2010,BY5,15.98333/55.25000,Copepoda,Acartia,9.326798649999999
Mar,2010,BY15,20.05000/57.33333,Copepoda,Centropages,5.4836513
Mar,2010,BY31,18.23333/58.58812,Copepoda,Centropages,0.15359467499999999
Mar,2010,BY5,15.98333/55.25000,Copepoda,Centropages,8.6535905
Mar,2010,BY31,18.23333/58.58812,Copepoda,Eurytemora,0.42320265
Mar,2010,BY15,20.05000/57.33333,Copepoda,Pseudocalanus,6.287584
Mar,2010,BY31,18.23333/58.58812,Copepoda,Pseudocalanus,1.1405224999999999
Mar,2010,BY5,15.98333/55.25000,Copepoda,Pseudocalanus,28.9803758
Mar,2010,BY15,20.05000/57.33333,Copepoda,Temora,7.7516296
Mar,2010,BY31,18.23333/58.58812,Copepoda,Temora,0.68954236
Mar,2010,BY5,15.98333/55.25000,Copepoda,Temora,29.307209
Mar,2010,BY31,18.23333/58.58812,Rotatoria,Keratella,0.009803925
Mar,2010,BY15,20.05000/57.33333,Rotatoria,Synchaeta,0.45098099999999997
Mar,2010,BY31,18.23333/58.58812,Rotatoria,Synchaeta,1.8676484999999998
Mar,2010,BY5,15.98333/55.25000,Rotatoria,Synchaeta,0.9019619999999999
Mar,2011,BY15,20.05000/57.33333,Copepoda,Acartia,4.705874
Mar,2011,BY31,18.23333/58.58812,Copepoda,Acartia,2.06481385
Mar,2011,BY5,15.98333/55.25000,Copepoda,Acartia,3.9477198
Mar,2011,BY15,20.05000/57.33333,Copepoda,Centropages,0.38562075
Mar,2011,BY31,18.23333/58.58812,Copepoda,Centropages,0.6612207166666667
Mar,2011,BY5,15.98333/55.25000,Copepoda,Centropages,2.9673201000000002
Mar,2011,BY31,18.23333/58.58812,Copepoda,Eurytemora,0.14705887499999998
Mar,2011,BY15,20.05000/57.33333,Copepoda,Pseudocalanus,9.895425999999999
Mar,2011,BY31,18.23333/58.58812,Copepoda,Pseudocalanus,2.7982574
Mar,2011,BY5,15.98333/55.25000,Copepoda,Pseudocalanus,22.437924000000002
Mar,2011,BY15,20.05000/57.33333,Copepoda,Temora,10.588234499999999
Mar,2011,BY31,18.23333/58.58812,Copepoda,Temora,7.827886833333333
Mar,2011,BY5,15.98333/55.25000,Copepoda,Temora,34.209141
Mar,2011,BY31,18.23333/58.58812,Rotatoria,Keratella,0.004901955
Mar,2011,BY15,20.05000/57.33333,Rotatoria,Synchaeta,0.0784314
Mar,2011,BY31,18.23333/58.58812,Rotatoria,Synchaeta,0.1568628
Mar,2011,BY5,15.98333/55.25000,Rotatoria,Synchaeta,0.1960785
Mar,2012,BY31,18.23333/58.58812,Cladocera,Evadne,1.176471
Mar,2012,BY15,20.05000/57.33333,Copepoda,Acartia,3.60784295
Mar,2012,BY31,18.23333/58.58812,Copepoda,Acartia,2.849674875
Mar,2012,BY15,20.05000/57.33333,Copepoda,Centropages,8.7451029
Mar,2012,BY31,18.23333/58.58812,Copepoda,Centropages,1.7647073999999998
Mar,2012,BY31,18.23333/58.58812,Copepoda,Eurytemora,0.32679749999999996
Mar,2012,BY15,20.05000/57.33333,Copepoda,Pseudocalanus,19.9591558
Mar,2012,BY31,18.23333/58.58812,Copepoda,Pseudocalanus,2.475980325
Mar,2012,BY15,20.05000/57.33333,Copepoda,Temora,11.790839799999999
Mar,2012,BY31,18.23333/58.58812,Copepoda,Temora,9.88890435
Mar,2012,BY15,20.05000/57.33333,Rotatoria,Keratella,0.0392157
Mar,2012,BY31,18.23333/58.58812,Rotatoria,Keratella,0.05882355
Mar,2012,BY15,20.05000/57.33333,Rotatoria,Synchaeta,0.09803909999999999
Mar,2012,BY31,18.23333/58.58812,Rotatoria,Synchaeta,0.4705887
Mar,2013,BY31,18.23333/58.58812,Cladocera,Evadne,0.24509804999999998
Mar,2013,BY31,18.23333/58.58812,Copepoda,Acartia,0.526961195
Mar,2013,BY31,18.23333/58.58812,Copepoda,Centropages,0.48366028499999997
Mar,2013,BY31,18.23333/58.58812,Copepoda,Eurytemora,0.32679749999999996
Mar,2013,BY31,18.23333/58.58812,Copepoda,Pseudocalanus,2.7640527500000003
Mar,2013,BY31,18.23333/58.58812,Copepoda,Temora,3.8643802199999997
Mar,2013,BY31,18.23333/58.58812,Rotatoria,Keratella,0.004901955
Mar,2013,BY31,18.23333/58.58812,Rotatoria,Synchaeta,0.6764707499999999
Mar,2014,BY15,20.05000/57.33333,Cladocera,Evadne,0.0980391
Mar,2014,BY31,18.23333/58.58812,Cladocera,Evadne,0.2843142
Mar,2014,BY5,15.98333/55.25000,Cladocera,Evadne,0.1960785
Mar,2014,BY5,15.98333/55.25000,Cladocera,Podon,0.32679749999999996
Mar,2014,BY15,20.05000/57.33333,Copepoda,Acartia,1.024509885
Mar,2014,BY31,18.23333/58.58812,Copepoda,Acartia,0.25555515333333334
Mar,2014,BY5,15.98333/55.25000,Copepoda,Acartia,2.500002875
Mar,2014,BY15,20.05000/57.33333,Copepoda,Centropages,1.59477175
Mar,2014,BY31,18.23333/58.58812,Copepoda,Centropages,0.27167761
Mar,2014,BY5,15.98333/55.25000,Copepoda,Centropages,13.7941188
Mar,2014,BY31,18.23333/58.58812,Copepoda,Eurytemora,0.013071900000000001
Mar,2014,BY15,20.05000/57.33333,Copepoda,Pseudocalanus,8.3039235
Mar,2014,BY31,18.23333/58.58812,Copepoda,Pseudocalanus,4.196949533333334
Mar,2014,BY5,15.98333/55.25000,Copepoda,Pseudocalanus,5.3790814000000005
Mar,2014,BY15,20.05000/57.33333,Copepoda,Temora,12.7271252
Mar,2014,BY31,18.23333/58.58812,Copepoda,Temora,4.208061066666667
Mar,2014,BY5,15.98333/55.25000,Copepoda,Temora,32.3954132
Mar,2014,BY15,20.05000/57.33333,Rotatoria,Keratella,0.009803925
Mar,2014,BY31,18.23333/58.58812,Rotatoria,Keratella,0.029411775
Mar,2014,BY5,15.98333/55.25000,Rotatoria,Keratella,0.01960785
Mar,2014,BY15,20.05000/57.33333,Rotatoria,Synchaeta,0.16666665
Mar,2014,BY31,18.23333/58.58812,Rotatoria,Synchaeta,0.1888886
Mar,2014,BY5,15.98333/55.25000,Rotatoria,Synchaeta,0.20588235
Mar,2015,BY31,18.23333/58.58812,Cladocera,Evadne,0.392157
Mar,2015,BY15,20.05000/57.33333,Copepoda,Acartia,1.3449997599999999
Mar,2015,BY31,18.23333/58.58812,Copepoda,Acartia,4.788669766666667
Mar,2015,BY5,15.98333/55.25000,Copepoda,Acartia,5.0466669500000005
Mar,2015,BY15,20.05000/57.33333,Copepoda,Centropages,0.2499998
Mar,2015,BY31,18.23333/58.58812,Copepoda,Centropages,0.0784314
Mar,2015,BY5,15.98333/55.25000,Copepoda,Centropages,7.0599983
Mar,2015,BY31,18.23333/58.58812,Copepoda,Eurytemora,0.16339874999999998
Mar,2015,BY15,20.05000/57.33333,Copepoda,Pseudocalanus,0.19333319
Mar,2015,BY31,18.23333/58.58812,Copepoda,Pseudocalanus,1.0745101799999999
Mar,2015,BY5,15.98333/55.25000,Copepoda,Pseudocalanus,1.0386675
Mar,2015,BY15,20.05000/57.33333,Copepoda,Temora,0.62333235
